Class,Concentration,Sensor1_DR,Sensor1_ADR,Sensor1_P_EMA,Sensor2_M_EMA,Sensor2_DR,Sensor2_ADR,Sensor2_P_EMA,Sensor2_M_EMA,Sensor3_DR,Sensor3_ADR,Sensor3_P_EMA,Sensor3_M_EMA,Sensor4_DR,Sensor4_ADR,Sensor4_P_EMA,Sensor4_M_EMA,Sensor5_DR,Sensor5_ADR,Sensor5_P_EMA,Sensor5_M_EMA,Sensor6_DR,Sensor6_ADR,Sensor6_P_EMA,Sensor6_M_EMA,Sensor7_DR,Sensor7_ADR,Sensor7_P_EMA,Sensor7_M_EMA,Sensor8_DR,Sensor8_ADR,Sensor8_P_EMA,Sensor8_M_EMA,Sensor9_DR,Sensor9_ADR,Sensor9_P_EMA,Sensor9_M_EMA,Sensor10_DR,Sensor10_ADR,Sensor10_P_EMA,Sensor10_M_EMA,Sensor11_DR,Sensor11_ADR,Sensor11_P_EMA,Sensor11_M_EMA,Sensor12_DR,Sensor12_ADR,Sensor12_P_EMA,Sensor12_M_EMA,Sensor13_DR,Sensor13_ADR,Sensor13_P_EMA,Sensor13_M_EMA,Sensor14_DR,Sensor14_ADR,Sensor14_P_EMA,Sensor14_M_EMA,Sensor15_DR,Sensor15_ADR,Sensor15_P_EMA,Sensor15_M_EMA,Sensor16_DR,Sensor16_ADR,Sensor16_P_EMA,Sensor16_M_EMA
6,30,124634.3613,8.977916,43.628579,-22.996081,121285.0508,8.505657,44.611564,-21.897656,3928.4516,3.667432,1.523909,-0.87549,3841.4259,3.59174,1.387635,-0.792896,1552.0611,2.654599,0.991055,-0.473042,1728.3004,2.666858,1.181369,-0.60378,5358.3322,4.961038,2.207194,-1.340579,5107.4369,4.713256,2.241902,-1.394,123395.8652,9.761591,41.201539,-22.362419,114889.2422,8.5462,38.791018,-19.355755,4374.2408,3.711414,1.489808,-0.891097,4256.4045,4.433768,1.339489,-0.883679,2062.228,2.831463,1.387559,-0.754923,2144.3893,2.822217,1.386364,-0.662177,5739.8554,4.895115,2.349355,-1.624447,5928.0075,5.421887,2.354867,-1.574136
6,35,134044.2842,9.837337,47.569931,-23.864082,130192.6601,8.986057,50.11255,-23.979002,4412.9073,3.920924,1.496643,-1.268878,4238.5024,3.850145,1.54021,-1.110199,1649.811,2.723679,1.211049,-0.611486,1840.837,2.778454,1.363299,-0.708148,5977.5042,5.318029,2.494636,-2.005133,5600.6277,5.091229,2.563054,-2.031033,132670.8349,10.249065,45.909988,-23.946434,122878.7109,9.375205,42.816648,-20.197196,4833.0192,3.987659,1.693244,-1.227285,4821.2637,4.763516,1.518833,-1.266247,2190.3529,2.955391,1.560003,-0.835736,2274.9338,2.891226,1.46278,-0.837204,6292.8267,5.28969,2.689075,-2.137504,6641.7459,5.790562,2.848095,-2.165353
6,40,141969.1299,10.303325,51.630199,-26.001516,138108.4981,9.426652,54.162948,-24.012874,4898.7662,4.188239,1.668132,-1.061369,4700.7039,4.107869,1.673052,-1.134591,1769.434,2.855854,1.140113,-0.630325,1982.2943,2.911822,1.349155,-0.83338,6590.2904,5.681349,2.749989,-2.121228,6229.401,5.45783,2.79888,-2.252307,140434.4961,10.622949,49.613362,-24.981482,129311.2295,9.720597,46.092245,-21.058597,5369.7717,4.262617,1.858218,-1.177329,5373.3835,5.105991,1.669023,-1.276315,2354.0373,3.09474,1.657913,-0.917995,2431.2293,3.031157,1.575253,-0.821924,6997.3517,5.641516,2.930169,-2.48724,7314.7834,6.174952,2.896873,-2.426898
6,45,148895.3994,10.824457,54.855629,-26.427528,144668.123,9.756288,57.907301,-24.953951,5468.6371,4.449723,1.816354,-1.342505,5199.3794,4.35547,1.847787,-1.36729,1891.2786,2.955578,1.178159,-0.694156,2108.3236,3.014479,1.423198,-0.857791,7260.4424,6.01651,2.98678,-2.550417,6834.7127,5.772931,3.061005,-2.647799,147076.7832,10.981258,52.634984,-25.783431,135057.6377,10.166207,48.971294,-22.213402,5938.4431,4.513066,2.062269,-1.477348,6009.4029,5.449918,1.819593,-1.475307,2497.0519,3.196386,1.741573,-1.012299,2583.3111,3.126622,1.629405,-0.913086,7687.4619,5.966048,3.212819,-2.883992,8027.1978,6.506491,3.143531,-2.871274
6,50,155325.4248,11.064094,58.522241,-27.11936,150856.3886,9.915128,61.683387,-25.664188,5824.2401,4.570313,2.004129,-1.359671,5522.9034,4.463416,2.035256,-1.318874,1950.496,2.985021,1.258829,-0.612923,2175.1149,3.04871,1.534992,-0.772029,7594.2871,6.092735,3.273586,-2.213481,7147.8853,5.848501,3.406817,-2.260342,153173.4726,11.061484,56.232081,-26.39451,140110.7392,10.281953,52.143502,-22.235471,6298.8582,4.619146,2.265874,-1.478134,6439.451,5.631253,1.989612,-1.557615,2576.7721,3.230408,1.879425,-0.921964,2665.2338,3.154411,1.770116,-0.808625,8019.9987,6.020388,3.552003,-2.49729,8411.1774,6.580937,3.457517,-2.533666
6,55,161087.3379,11.212222,61.655793,-32.21303,156218.8281,10.119912,64.740239,-31.724632,6248.889,4.794215,2.212414,-2.286259,5951.7117,4.690731,2.202555,-2.113846,2049.4993,3.081617,1.350506,-1.008413,2290.0271,3.139672,1.605599,-1.183232,8037.7374,6.36998,3.557321,-3.867703,7654.4994,6.139779,3.628008,-4.090873,158615.2275,11.231761,58.846676,-31.825625,144633.7031,10.380292,54.606001,-26.362357,6770.0155,4.836832,2.449904,-2.4363,6941.6861,5.945836,2.122378,-2.604191,2712.7681,3.325272,1.982761,-1.385873,2789.4498,3.249212,1.882566,-1.325624,8569.8259,6.307032,3.826921,-4.144118,8895.8968,6.85728,3.733797,-4.024335
6,60,166698.5908,11.482023,62.708087,-30.952544,161295.5136,10.207284,65.610834,-31.5897,6481.2628,4.874918,2.204006,-2.451094,6159.5746,4.77282,2.221463,-2.313498,2105.4885,3.130407,1.268537,-0.995357,2344.7385,3.187529,1.618991,-1.037701,8225.9609,6.436265,3.557414,-3.575409,7799.0635,6.197819,3.593544,-3.637472,163637.2256,11.269754,59.971116,-30.136136,149064.8535,10.507186,55.683921,-23.714066,6982.1822,4.909077,2.51128,-2.626589,7251.3136,6.069883,2.18003,-2.777208,2785.7784,3.388269,1.913673,-1.230177,2878.5677,3.312249,1.786709,-1.114016,8703.4515,6.330259,3.801215,-3.738604,9144.7398,6.954142,3.730236,-3.752517
6,65,171706.8926,11.87725,63.801601,-29.349769,165922.0156,10.400273,65.912187,-28.389431,6713.1162,4.9792,2.257597,-1.929232,6402.3878,4.918902,2.247037,-2.022653,2159.0046,3.184556,1.258159,-0.87506,2416.7014,3.273697,1.538182,-1.081534,8424.7412,6.537608,3.570313,-3.378331,8026.1936,6.385476,3.611583,-3.571383,167995.9775,11.456661,60.349804,-28.404216,153056.8164,10.84425,56.537454,-23.491784,7236.7456,5.055705,2.832623,-2.167362,7542.7216,6.207709,2.507928,-2.167962,2865.1392,3.472642,1.95312,-1.224239,2938.9988,3.357283,1.765483,-1.116534,8963.2766,6.534122,3.836405,-3.855856,9356.692,7.040125,3.799628,-3.815155
6,70,176102.708,12.05056,82.612094,-29.720466,170100.707,10.536165,84.111156,-28.23874,6912.6921,5.088337,2.738355,-2.052187,6500.0554,4.972791,2.924009,-2.159588,2203.6524,3.232396,1.252956,-0.906204,2437.2739,3.304275,1.547178,-1.150791,8559.024,6.62827,4.650166,-3.49619,7989.1747,6.387809,4.593814,-3.816757,172376.7958,11.556128,78.572127,-28.668884,156211.1338,10.899699,69.545976,-23.924346,7339.9069,5.112478,3.184057,-2.352382,7810.1302,6.361516,2.785916,-2.316465,2889.4704,3.503268,1.965451,-1.330923,2997.5403,3.404238,1.757496,-1.1526,8930.3663,6.521292,4.757144,-4.084968,9519.9976,7.133508,4.848337,-3.967221
6,75,181608.4013,12.134529,69.865385,-30.505794,174608.2422,10.648393,72.984615,-28.669347,6989.5129,5.119672,2.470481,-2.050068,6709.1374,5.077495,2.4904,-1.823815,2255.6706,3.298352,1.318929,-0.928897,2513.0755,3.380867,1.599601,-0.937165,8664.7607,6.703472,3.930871,-2.823759,8258.3109,6.543622,4.015111,-3.003511,176604.0488,11.614651,66.731803,-28.90917,160254.9755,10.886565,61.666165,-24.202631,7568.9692,5.210921,2.786376,-2.283561,7901.6669,6.399002,2.440759,-2.323296,2977.5058,3.570515,2.025884,-1.095742,3054.0217,3.466224,1.877766,-0.97396,9283.5809,6.697841,4.255021,-3.307001,9576.4525,7.163842,4.158838,-3.232274
6,5,43928.3828,3.6445,9.375118,-8.365694,42023.0566,3.274457,9.643175,-8.217321,910.205,1.549637,0.252494,-0.22784,929.7472,1.573813,0.256671,-0.23221,541.1588,1.561603,0.247095,-0.42431,585.493,1.562098,0.284684,-0.213644,1314.0665,1.884655,0.38365,-0.421507,1256.0659,1.858488,0.404937,-0.368696,39788.9512,3.333419,8.597114,-7.604215,41097.6992,3.480622,8.474069,-7.44055,1013.2395,1.574096,0.269873,-0.281844,1059.5094,1.739565,0.290909,-0.26914,759.0943,1.663567,0.384015,-0.295592,802.772,1.660298,0.336491,-0.467083,1359.6043,1.84587,0.528341,-0.395045,1516.3815,2.000414,0.432593,-0.406881
6,10,72422.7216,5.885755,19.132445,-13.732876,69638.8721,5.347712,19.984779,-12.992509,1619.0187,2.16228,0.489532,-0.562051,1612.1934,2.172471,0.498082,-0.33264,793.5488,1.864424,0.421171,-0.280628,866.7853,1.878091,0.500638,-0.31958,2223.2354,2.766257,0.787326,-0.527774,2088.6421,2.670271,0.780752,-0.591254,68742.04,5.83825,18.17596,-12.975993,67731.8906,5.764274,17.352248,-11.92699,1789.6439,2.214115,0.545973,-0.348329,1843.3095,2.551612,0.543969,-0.472738,1105.759,2.027411,0.623528,-0.405303,1166.7523,2.016689,0.565214,-0.379787,2341.1198,2.769766,0.814909,-0.618344,2568.7286,3.041069,0.843216,-0.689583
6,15,90306.9658,7.149768,27.379315,-20.688345,86635.2149,6.458487,28.530129,-19.901836,2162.5662,2.616912,0.712402,-0.476769,2150.5104,2.620561,0.71552,-0.6333,1003.1105,2.124716,0.544083,-0.340166,1109.2765,2.149782,0.647174,-0.448947,2961.0755,3.428188,1.160407,-0.839221,2810.0714,3.318764,1.150736,-0.783154,86944.2314,7.2378,26.118337,-19.973806,84064.2461,7.008611,24.595289,-17.760291,2407.6713,2.699772,0.85403,-0.497038,2416.1958,3.103209,0.766648,-0.623583,1389.6829,2.325311,0.819575,-0.45409,1440.5839,2.287439,0.798981,-0.453028,3148.3126,3.456405,1.191901,-0.820702,3368.0601,3.750834,1.210349,-0.898007
6,20,106235.4306,8.140187,33.510172,-22.267652,101863.1045,7.312435,34.859394,-20.431965,2571.076,2.91635,0.857268,-0.503162,2555.0151,2.920547,0.879554,-0.511513,1151.2282,2.298093,0.667202,-0.383513,1290.8287,2.349175,0.823133,-0.406911,3533.9138,3.878096,1.406789,-0.847854,3371.0415,3.763911,1.426604,-0.869302,103226.3027,8.288299,31.851024,-21.369487,97999.9902,7.879926,29.921717,-19.142077,2873.7501,3.015823,0.947467,-0.556447,2875.3785,3.494561,0.996934,-0.573573,1590.8735,2.527887,0.976464,-0.486856,1637.1117,2.467824,0.908558,-0.467834,3776.9867,3.920455,1.476449,-0.930749,4005.6658,4.23632,1.497814,-0.949527
6,25,118182.2236,8.541139,39.718905,-25.182921,113816.4433,7.809564,41.245071,-24.724606,2864.9109,3.142378,1.050685,-0.677956,2832.4045,3.11278,1.063012,-0.678454,1265.3054,2.440815,0.774081,-0.389469,1411.7095,2.477934,0.93299,-0.479196,3959.23,4.20839,1.732966,-1.014461,3784.2655,4.065586,1.786662,-1.036136,115806.9853,8.797212,37.830949,-24.081444,108306.7676,8.166261,35.141492,-19.781579,3190.5809,3.219852,1.1577,-0.788498,3220.7456,3.791245,1.100236,-0.791095,1736.8112,2.668682,1.182631,-0.652982,1788.5387,2.62584,1.100266,-0.861667,4232.6325,4.202179,1.849187,-1.114907,4475.104,4.599449,1.821776,-1.106934
6,30,128778.96,9.137188,44.248991,-26.522556,123944.8945,8.253517,45.94443,-25.74235,3342.4367,3.468531,1.36133,-0.860601,3289.9707,3.436199,1.210981,-0.941973,1408.7363,2.595042,0.842253,-0.471487,1571.3562,2.632044,1.013038,-0.613215,4567.8794,4.658926,1.971153,-1.365247,4357.7047,4.485972,1.991697,-1.423011,126340.708,9.284257,42.227468,-25.563725,117222.6152,8.613947,39.189253,-20.489421,3715.1641,3.553015,1.312359,-0.943117,3749.6241,4.210112,1.2337,-1.004077,1916.4595,2.831503,1.263128,-0.748121,1968.2035,2.767866,1.185627,-0.661555,4883.8969,4.65046,2.349553,-1.543222,5127.9445,5.047358,2.061228,-1.461227
6,35,136558.4092,9.567952,49.071602,-24.444148,132114.9531,8.690121,50.931938,-25.078155,4211.9199,3.959348,1.412439,-1.068064,4061.45,3.864736,1.437855,-1.087992,1608.5676,2.753348,0.984409,-0.5734,1799.7863,2.804211,1.184001,-0.68233,5575.3584,5.246139,2.339837,-1.908009,5306.7041,5.042817,2.412076,-1.870856,134389.3457,9.701632,46.60355,-24.125184,124245.8926,8.979195,43.221759,-20.856663,4605.456,4.006242,1.582232,-1.162267,4652.2075,4.778753,1.447099,-1.225562,2170.5869,2.995665,1.475031,-0.792006,2229.8275,2.937569,1.397599,-0.755409,5940.0107,5.21119,2.526004,-1.983671,6190.2241,5.655975,2.471953,-2.014511
6,40,144268.7617,10.059181,52.707421,-25.669337,139575.6191,9.093727,55.116622,-24.46868,4842.9756,4.187829,1.673036,-1.083793,4649.9931,4.080491,1.703879,-1.151981,1746.4641,2.822055,1.105749,-0.63847,1954.0356,2.873813,1.327371,-0.80422,6344.3284,5.561455,2.788578,-2.105144,6064.9845,5.350701,2.864547,-2.30375,141846.6542,10.140081,50.220914,-25.024365,130745.7705,9.365105,46.731492,-21.528602,5279.9858,4.224921,1.885793,-1.230779,5329.4277,5.086045,1.750107,-1.238353,2347.331,3.06396,1.635195,-0.954695,2406.0094,3.002234,1.555046,-0.837735,6806.7443,5.533869,2.996271,-2.915447,6995.0197,5.97034,2.93107,-2.366028
6,45,151312.7031,10.335536,56.390576,-32.803594,146096.2832,9.41324,58.037724,-30.878934,5260.4034,4.374976,1.852165,-1.357852,5079.3156,4.274315,1.86824,-1.59486,1835.347,2.885904,1.185878,-0.77303,2062.9408,2.94269,1.382452,-0.733633,6834.3889,5.806231,3.074525,-2.068272,6548.4198,5.580486,3.095766,-2.118975,148375.6816,10.40636,53.303276,-31.728666,136384.4883,9.487298,49.54266,-27.080727,5765.4924,4.413447,2.070594,-1.456552,5824.0827,5.370279,1.862227,-1.541443,2468.4334,3.123964,1.724547,-0.871946,2531.246,3.080255,1.672095,-0.791452,7372.9012,5.768192,3.280783,-2.310116,7550.4533,6.234624,3.19225,-2.278342
6,50,156963.6973,10.67684,58.892376,-33.785764,151946.7656,9.634634,61.414379,-31.59958,5806.7869,4.645441,2.024921,-1.739794,5508.2072,4.487655,2.050133,-1.651443,1962.9006,2.994059,1.232898,-0.729899,2177.6489,3.033535,1.455752,-0.825528,7442.5622,6.141585,3.291284,-2.616949,7036.6202,5.856852,3.341468,-2.620987,154219.1602,10.632886,56.145376,-32.845588,141078.8926,9.784875,52.039756,-27.876112,6251.0142,4.636103,2.272166,-1.871127,6443.4314,5.717765,2.007435,-2.010655,2598.6034,3.218534,1.792277,-0.938831,2694.0487,3.183505,1.727683,-1.064106,7891.8643,6.010074,3.542282,-2.773745,8212.4657,6.587668,3.439782,-2.770049
6,55,162628.3262,11.268286,59.082965,-33.424596,157057.6836,9.973577,61.757323,-31.977014,6188.1616,4.766934,2.084443,-1.871028,5867.2622,4.655267,2.096927,-1.713391,2027.0153,3.025601,1.19079,-0.719122,2260.9881,3.10391,1.471919,-0.930138,7804.4952,6.258696,3.336052,-2.534361,7375.2273,6.054067,3.389244,-2.948156,159511.877,11.007412,56.463443,-31.334512,145643.8515,10.339975,52.816261,-25.558313,6651.4129,4.801119,2.33637,-1.951687,6913.5593,5.915417,2.122761,-2.153253,2701.5414,3.312029,1.852756,-1.106789,2779.4289,3.204513,1.648435,-0.934306,8255.0762,6.215368,3.609378,-3.162582,8639.6605,6.714553,3.52595,-2.982109
6,60,171987.541,17.389659,56.482581,-31.283619,165399.6025,16.181077,59.196058,-28.998158,6939.0974,6.338039,2.177262,-1.853635,6755.2051,6.185796,2.192067,-1.785873,2156.9043,3.280452,1.302331,-0.780233,2430.845,3.352972,1.531528,-0.915992,8602.1484,8.578489,3.391881,-2.997211,8317.5659,8.185678,3.474302,-3.046013,167501.6367,19.571434,54.268677,-31.131228,152446.4902,16.405282,52.408615,-26.335008,7726.6434,6.590941,2.498865,-2.010023,7583.4876,8.176418,2.074248,-2.078193,2898.9001,3.642901,1.944615,-1.086129,2960.5753,3.550097,1.77589,-1.002754,9422.4293,8.995754,3.764651,-3.326067,9521.995,9.88853,3.679491,-3.265617
6,65,175170.8789,12.266573,61.873813,-34.265595,167271.5664,11.035597,62.632931,-32.01175,6804.0165,5.208941,2.256407,-2.396263,6678.0753,5.166656,2.262033,-2.274926,2176.9097,3.181831,1.315938,-0.849416,2461.2988,3.260038,1.574787,-1.014585,8500.7345,6.876071,3.582124,-3.319844,8294.7164,6.70505,3.624542,-3.485514,169400.6455,12.411045,58.136952,-30.746914,154197.8877,11.117067,55.386345,-25.10924,7593.1146,5.33705,2.562983,-2.601053,7545.3292,6.499144,2.216153,-2.714941,2923.9439,3.464198,1.971684,-1.145773,2958.7616,3.373919,1.862632,-1.112712,9341.3982,6.904124,3.991567,-3.7962,9378.1991,7.406942,3.846732,-3.685916
6,70,180229.7754,12.062987,65.860672,-30.781357,171864.2109,10.791956,68.516519,-28.534621,6882.1062,5.193302,2.020298,-2.31644,6778.6904,5.148119,2.04958,-2.262553,2209.3369,3.200862,1.349803,-0.985639,2496.3578,3.279656,1.555432,-1.158453,8584.9363,6.827506,3.270043,-3.910558,8373.0376,6.644231,3.348167,-4.040433,173891.7578,11.927573,57.037835,-28.548493,158202.2588,10.770703,51.941826,-23.967872,7701.0224,5.315354,2.325353,-2.484323,7684.4013,6.479966,2.031366,-2.603155,2974.8998,3.48367,1.912719,-1.313898,2998.5947,3.388113,1.826622,-1.27624,9458.5267,6.830405,3.873824,-4.396063,9494.4867,7.333214,3.774664,-4.271686
6,75,185586.7598,12.006627,67.310558,-32.915759,176367.2403,10.748358,66.604067,-30.97367,6978.7318,5.256752,2.415277,-2.726598,6933.3251,5.203592,2.381119,-2.677301,2250.1394,3.264157,1.357112,-1.070523,2562.0674,3.350407,1.548237,-1.252454,8645.6244,6.86188,3.802039,-4.109479,8562.5334,6.745353,3.784293,-4.21116,178173.4375,11.760362,62.275592,-29.042767,162020.291,10.581557,58.417069,-24.693189,7872.7067,5.370536,2.708572,-2.967468,7779.0635,6.514164,2.36256,-3.070098,3059.0907,3.553959,1.979282,-1.367538,3054.1054,3.458535,1.946682,-1.328948,9700.8714,6.907614,4.210055,-4.642093,9573.8002,7.365093,4.09228,-4.42448
6,5,48303.8886,4.937347,6.824542,-9.302701,47090.8652,4.643048,6.970078,-9.21328,1414.7516,2.079344,0.23052,-0.28921,1419.6084,2.085981,0.21573,-0.316288,672.8727,1.706605,0.161303,-0.195276,738.5093,1.714166,0.212741,-0.240108,1898.7309,2.657443,0.294886,-0.404851,1827.8934,2.570345,0.30229,-0.411968,45075.9414,5.25238,6.494643,-8.330137,46251.5674,5.068236,6.523007,-7.556433,1607.774,2.153332,0.256859,-0.280933,1517.1532,2.421781,0.291953,-0.266835,945.5263,1.857638,0.252655,-0.264721,987.5138,1.845132,0.22909,-0.259179,2059.0469,2.738575,0.332697,-0.557682,2174.5075,2.999638,0.320249,-0.444715
6,10,71878.831,5.763069,19.372862,-14.564932,69180.6299,5.412563,20.196962,-14.587519,2074.9689,2.375395,0.615612,-0.42281,2068.4207,2.373016,0.613779,-0.446499,923.6494,1.917943,0.471949,-0.307798,1033.2479,1.942864,0.541529,-0.368299,2813.8925,3.046722,0.975289,-0.763225,2707.2551,2.945876,0.980126,-0.774865,68245.5244,6.092472,18.500246,-13.13177,67866.1289,5.735701,17.836717,-12.162023,2342.1654,2.442775,0.69045,-0.510104,2217.7002,2.764462,0.639075,-0.482703,1283.8504,2.082542,0.681744,-0.434479,1327.7235,2.06212,0.656087,-0.581529,3029.6786,3.079211,1.016994,-0.807809,3146.6201,3.325354,1.029676,-0.808573
6,15,90243.7344,6.996283,26.519016,-19.686058,86638.5761,6.502674,27.701522,-19.029126,2679.2403,2.773402,0.862377,-0.692829,2646.7752,2.749915,0.857263,-0.620142,1135.1886,2.141583,0.623262,-0.383858,1266.6779,2.166316,0.720412,-0.41606,3640.9224,3.642605,1.373353,-1.045201,3488.762,3.513315,1.390603,-1.012615,86828.6533,7.461925,25.385442,-18.211955,84617.5009,6.941628,24.267808,-15.50719,3003.877,2.844142,0.950516,-0.693771,2857.6237,3.262088,1.008805,-0.702674,1561.4065,2.328658,0.895787,-0.520071,1605.7918,2.292224,0.853234,-0.493932,3924.4921,3.691331,1.448519,-1.033461,4043.3681,3.976969,1.45076,-1.05598
6,20,105100.3437,7.911228,33.088742,-22.4982,101345.6553,7.306374,34.712766,-22.783994,3222.2306,3.108992,1.152431,-0.82157,3137.3523,3.061899,1.096972,-0.777954,1295.5143,2.291559,0.762035,-0.459393,1438.3849,2.32004,0.893952,-0.513089,4367.3722,4.126287,1.753601,-1.352256,4133.3418,3.955183,1.796688,-1.299642,102201.1103,8.389997,31.827146,-21.612708,97823.5732,7.794982,30.110263,-17.868601,3569.3632,3.181865,1.263789,-1.035738,3470.033,3.707859,1.099916,-0.917078,1753.7199,2.488698,1.112852,-0.585042,1824.1576,2.458525,1.057657,-0.872542,4634.3905,4.141739,1.864496,-1.311592,4844.93,4.505755,1.840857,-1.348613
6,25,117003.5878,8.789137,38.433795,-21.936975,112995.6709,7.948919,40.296765,-22.487595,3679.4562,3.362977,1.266628,-1.107639,3530.7927,3.303447,1.26878,-0.906066,1426.4523,2.424335,0.854052,-0.52349,1582.2938,2.468274,1.032144,-0.619248,4947.2824,4.489034,2.050776,-1.626056,4630.1168,4.308357,2.099667,-1.612339,114486.2695,9.167739,36.964512,-21.420589,108104.9258,8.600547,34.895216,-18.498668,4027.7539,3.436757,1.404377,-1.027164,4000.4629,4.057867,1.290035,-1.013973,1917.7689,2.645549,1.27725,-0.707431,2000.9743,2.599901,1.18959,-0.694339,5174.93,4.494465,2.187736,-1.674383,5512.5889,4.906407,2.165359,-1.723964
6,30,128492.2393,9.592323,43.055706,-27.728048,123536.7441,8.69148,45.094181,-26.395998,4187.7775,3.727432,1.440365,-1.138731,4075.3489,3.687896,1.464383,-1.064155,1552.2776,2.558554,0.954283,-0.514831,1746.9207,2.622241,1.123953,-0.600044,5602.4387,5.015243,2.329863,-1.708669,5351.5966,4.857654,2.391364,-1.636194,125462.2334,10.014528,41.256182,-25.369852,117685.3486,9.301936,38.895354,-21.433117,4652.9324,3.842693,1.617955,-1.223805,4526.0948,4.503618,1.459666,-1.267172,2118.9148,2.821314,1.390573,-0.754008,2161.8913,2.740885,1.30165,-0.699306,6047.5018,5.131496,2.50655,-1.700468,6203.2045,5.471528,2.475515,-1.739342
6,35,137945.2109,15.140986,45.513087,-29.186225,134433.8671,12.972383,49.156905,-27.696095,5141.6038,4.702339,1.703785,-1.091879,4734.1117,4.534082,1.676928,-1.261498,1769.3989,2.839978,1.059011,-0.678348,1948.6334,2.90335,1.265179,-0.767753,6622.841,6.435534,2.588546,-1.717698,6078.2391,6.120769,2.637334,-1.788805,135844.251,15.908921,44.244995,-28.74484,125209.9121,14.482581,41.978151,-24.409827,5461.7899,4.80005,1.887551,-1.161303,5461.4494,5.808115,1.653461,-1.236998,2316.6443,3.121363,1.500586,-0.889524,2453.0961,3.062073,1.428396,-0.66734,6859.2236,6.610667,2.769479,-1.910578,7407.5994,7.334056,2.715042,-1.98844
6,40,144168.2051,11.383534,51.673636,-25.295805,140089.4707,10.106662,55.569494,-26.316265,5374.182,4.294868,1.902184,-1.531072,4977.6847,4.175852,1.91145,-1.490209,1826.7415,2.79643,1.196186,-0.706401,2020.238,2.867735,1.508023,-0.836292,7001.7066,5.779891,3.028382,-2.597709,6491.1819,5.54518,3.217732,-2.601568,141891.3174,11.800986,50.020292,-24.787884,129994.29,10.946012,46.631064,-20.928381,5722.8977,4.357685,2.118535,-1.695561,5840.141,5.282638,1.866021,-1.69979,2398.8277,3.052247,1.799493,-0.945434,2518.8894,2.982598,1.627217,-0.908076,7241.6517,5.755907,3.312808,-2.716342,7801.2635,6.32962,3.186637,-2.803435
6,45,152264.1084,11.470902,55.217788,-26.987152,147707.0782,10.147702,59.248977,-25.738983,5595.3136,4.39601,1.972469,-1.375131,5200.0299,4.280733,2.005102,-1.283837,1885.7117,2.873695,1.203556,-0.59894,2087.5628,2.945062,1.492008,-0.755634,7246.6679,5.883537,3.179592,-2.174895,6712.3723,5.635778,3.317338,-2.2733,149497.2929,11.63127,53.257789,-26.130441,136438.4931,10.848517,49.506197,-22.165847,5966.0609,4.45104,2.240099,-1.457898,6156.7568,5.442101,1.945038,-1.547854,2483.2648,3.135608,1.810098,-0.881378,2600.9057,3.058535,1.632839,-0.769761,7505.462,5.846438,3.455879,-2.402766,8120.1997,6.441491,3.360145,-2.399658
6,50,159591.417,11.661814,58.85882,-27.969154,154379.2187,10.30399,62.72066,-28.631332,5900.8036,4.542904,2.089454,-1.77676,5530.2768,4.457125,2.112928,-1.712058,1960.4357,2.942993,1.241446,-0.757053,2182.9786,3.030188,1.535852,-0.881574,7579.3816,6.04634,3.349626,-2.868857,7105.9509,5.852473,3.482057,-2.841756,156020.5889,11.662853,56.52988,-26.97155,142101.4932,10.959929,52.604504,-22.676834,6327.9051,4.622287,2.37317,-1.951481,6554.5101,5.655933,2.065363,-2.033306,2598.4426,3.22689,1.869865,-1.012978,2695.5068,3.126109,1.682153,-0.976888,7956.2723,6.06709,3.638162,-3.030671,8487.7257,6.595689,3.529023,-3.114415
6,55,166446.456,11.784666,58.464091,-29.79695,160436.7089,10.377289,61.060636,-29.594743,6128.0929,4.649729,2.103445,-1.899055,5803.6141,4.585223,2.085781,-1.846568,2023.1579,3.005157,1.202434,-0.761191,2264.5133,3.104453,1.521477,-0.933237,7836.3284,6.17508,3.324541,-2.902361,7405.2783,5.9991,3.399637,-2.947872,161958.3525,11.663887,55.645924,-27.765017,147153.9882,10.973681,52.270276,-23.091261,6626.3732,4.749678,2.346687,-2.076671,6849.1708,5.798704,2.067831,-2.164711,2699.3078,3.30571,1.938071,-1.120072,2775.8229,3.189816,1.65902,-0.991977,8319.5605,6.214339,3.622518,-3.213918,8743.0789,6.701464,3.545674,-3.141757
6,60,172786.8555,11.723806,64.574241,-35.455197,165831.1484,10.379238,67.767284,-33.75367,6298.27,4.76951,2.27145,-2.170161,6087.9444,4.725929,2.304684,-1.97396,2088.3337,3.082776,1.304589,-0.855502,2349.5935,3.169822,1.569095,-1.056923,8019.3317,6.320942,3.6434,-3.046766,7739.7493,6.164215,3.760466,-3.25912,167272.0684,11.57744,61.373244,-33.837702,151946.2422,10.788188,57.12892,-27.968423,6935.75,4.881607,2.575186,-2.311436,7060.0708,5.959015,2.21273,-2.471344,2808.1656,3.374774,1.971415,-1.352819,2851.4929,3.268352,1.823145,-1.155367,8726.5479,6.385038,4.006614,-3.540725,8917.0788,6.842961,3.831879,-3.327986
