placement,placement_key,model_seed,draw,metric,evaluator_seed,value,source,reused
E + LastBeforeD,e_last_before_d,123,100001,context_fid,42.0,1.0275462847781434,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_context_fid_42.json,True
E + LastBeforeD,e_last_before_d,123,100001,context_fid,123.0,0.8573009904458156,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_context_fid_123.json,True
E + LastBeforeD,e_last_before_d,123,100001,correlational_score,,0.08538179099559784,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_correlation_score_det.json,True
E + LastBeforeD,e_last_before_d,123,100001,discriminative_score,0.0,0.16768292682926833,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_discriminative_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100001,discriminative_score,42.0,0.16646341463414638,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_discriminative_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100001,discriminative_score,123.0,0.1530487804878049,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_discriminative_score_123.json,True
E + LastBeforeD,e_last_before_d,123,100001,predictive_score,0.0,0.10965743393717275,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_predictive_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100001,predictive_score,42.0,0.12195610737899187,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_predictive_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100001,predictive_score,123.0,0.11004951633822202,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/metric_predictive_score_123.json,True
E + LastBeforeD,e_last_before_d,123,100002,context_fid,0.0,0.8714089173146515,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_context_fid_0.json,True
E + LastBeforeD,e_last_before_d,123,100002,context_fid,42.0,1.0199159609132056,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_context_fid_42.json,True
E + LastBeforeD,e_last_before_d,123,100002,context_fid,123.0,0.8500812732283991,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_context_fid_123.json,True
E + LastBeforeD,e_last_before_d,123,100002,correlational_score,,0.0739242434501648,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_correlation_score_det.json,True
E + LastBeforeD,e_last_before_d,123,100002,discriminative_score,0.0,0.1713414634146342,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_discriminative_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100002,discriminative_score,42.0,0.1682926829268293,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_discriminative_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100002,discriminative_score,123.0,0.15609756097560978,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_discriminative_score_123.json,True
E + LastBeforeD,e_last_before_d,123,100002,predictive_score,0.0,0.11093662898019829,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_predictive_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100002,predictive_score,42.0,0.1231584624442803,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_predictive_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100002,predictive_score,123.0,0.11850559479307776,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/metric_predictive_score_123.json,True
E + LastBeforeD,e_last_before_d,123,100003,context_fid,0.0,0.9172539190808273,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_context_fid_0.json,True
E + LastBeforeD,e_last_before_d,123,100003,context_fid,42.0,1.0732991917574703,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_context_fid_42.json,True
E + LastBeforeD,e_last_before_d,123,100003,context_fid,123.0,0.8903201766058204,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_context_fid_123.json,True
E + LastBeforeD,e_last_before_d,123,100003,correlational_score,,0.07988603413105011,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_correlation_score_det.json,True
E + LastBeforeD,e_last_before_d,123,100003,discriminative_score,0.0,0.18048780487804883,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_discriminative_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100003,discriminative_score,42.0,0.17804878048780493,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_discriminative_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100003,discriminative_score,123.0,0.17195121951219516,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_discriminative_score_123.json,True
E + LastBeforeD,e_last_before_d,123,100003,predictive_score,0.0,0.10905618485776358,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_predictive_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100003,predictive_score,42.0,0.12187477342376951,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_predictive_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100003,predictive_score,123.0,0.1153964142345103,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/metric_predictive_score_123.json,True
E + LastBeforeD,e_last_before_d,123,100004,context_fid,0.0,0.8975967509772411,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_context_fid_0.json,True
E + LastBeforeD,e_last_before_d,123,100004,context_fid,42.0,1.045524137047757,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_context_fid_42.json,True
E + LastBeforeD,e_last_before_d,123,100004,context_fid,123.0,0.8676615394501438,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_context_fid_123.json,True
E + LastBeforeD,e_last_before_d,123,100004,correlational_score,,0.08023259788751602,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_correlation_score_det.json,True
E + LastBeforeD,e_last_before_d,123,100004,discriminative_score,0.0,0.1634146341463415,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_discriminative_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100004,discriminative_score,42.0,0.1426829268292683,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_discriminative_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100004,discriminative_score,123.0,0.16036585365853662,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_discriminative_score_123.json,True
E + LastBeforeD,e_last_before_d,123,100004,predictive_score,0.0,0.10995846238756712,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_predictive_score_0.json,True
E + LastBeforeD,e_last_before_d,123,100004,predictive_score,42.0,0.12244194546656217,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_predictive_score_42.json,True
E + LastBeforeD,e_last_before_d,123,100004,predictive_score,123.0,0.10839743462838669,/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/metric_predictive_score_123.json,True
E + MidD,e_mid_d,0,100000,context_fid,0.0,0.6474074780315143,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_context_fid_0.json,False
E + MidD,e_mid_d,0,100000,context_fid,42.0,0.7620011957622779,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_context_fid_42.json,False
E + MidD,e_mid_d,0,100000,context_fid,123.0,0.636143212254628,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_context_fid_123.json,False
E + MidD,e_mid_d,0,100000,correlational_score,,0.07743536680936813,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_correlational_score_det.json,False
E + MidD,e_mid_d,0,100000,discriminative_score,0.0,0.13048780487804879,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,0,100000,discriminative_score,42.0,0.14878048780487807,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,0,100000,discriminative_score,123.0,0.09573170731707314,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,0,100000,predictive_score,0.0,0.10870147695732157,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_predictive_score_0.json,False
E + MidD,e_mid_d,0,100000,predictive_score,42.0,0.1207824307489318,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_predictive_score_42.json,False
E + MidD,e_mid_d,0,100000,predictive_score,123.0,0.1157110511785504,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100000/metric_predictive_score_123.json,False
E + MidD,e_mid_d,0,100001,context_fid,0.0,0.6944630556998882,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_context_fid_0.json,False
E + MidD,e_mid_d,0,100001,context_fid,42.0,0.8237229946175371,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_context_fid_42.json,False
E + MidD,e_mid_d,0,100001,context_fid,123.0,0.6875452438626343,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_context_fid_123.json,False
E + MidD,e_mid_d,0,100001,correlational_score,,0.08332657068967819,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_correlational_score_det.json,False
E + MidD,e_mid_d,0,100001,discriminative_score,0.0,0.12134146341463414,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,0,100001,discriminative_score,42.0,0.14207317073170733,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,0,100001,discriminative_score,123.0,0.10853658536585364,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,0,100001,predictive_score,0.0,0.10891342828108463,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_predictive_score_0.json,False
E + MidD,e_mid_d,0,100001,predictive_score,42.0,0.12238908497283774,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_predictive_score_42.json,False
E + MidD,e_mid_d,0,100001,predictive_score,123.0,0.11493488642099692,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100001/metric_predictive_score_123.json,False
E + MidD,e_mid_d,0,100002,context_fid,0.0,0.6554493541740021,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_context_fid_0.json,False
E + MidD,e_mid_d,0,100002,context_fid,42.0,0.7756786191414411,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_context_fid_42.json,False
E + MidD,e_mid_d,0,100002,context_fid,123.0,0.6533005643487386,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_context_fid_123.json,False
E + MidD,e_mid_d,0,100002,correlational_score,,0.084272101521492,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_correlational_score_det.json,False
E + MidD,e_mid_d,0,100002,discriminative_score,0.0,0.12621951219512195,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,0,100002,discriminative_score,42.0,0.13841463414634148,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,0,100002,discriminative_score,123.0,0.11890243902439024,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,0,100002,predictive_score,0.0,0.10922890139318042,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_predictive_score_0.json,False
E + MidD,e_mid_d,0,100002,predictive_score,42.0,0.12060633821420197,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_predictive_score_42.json,False
E + MidD,e_mid_d,0,100002,predictive_score,123.0,0.12199715904716868,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100002/metric_predictive_score_123.json,False
E + MidD,e_mid_d,0,100003,context_fid,0.0,0.65610328566988,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_context_fid_0.json,False
E + MidD,e_mid_d,0,100003,context_fid,42.0,0.7787667843854533,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_context_fid_42.json,False
E + MidD,e_mid_d,0,100003,context_fid,123.0,0.657670231643787,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_context_fid_123.json,False
E + MidD,e_mid_d,0,100003,correlational_score,,0.08209769427776337,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_correlational_score_det.json,False
E + MidD,e_mid_d,0,100003,discriminative_score,0.0,0.14756097560975612,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,0,100003,discriminative_score,42.0,0.14390243902439026,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,0,100003,discriminative_score,123.0,0.12439024390243902,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,0,100003,predictive_score,0.0,0.10848874286102728,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_predictive_score_0.json,False
E + MidD,e_mid_d,0,100003,predictive_score,42.0,0.11946943208749872,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_predictive_score_42.json,False
E + MidD,e_mid_d,0,100003,predictive_score,123.0,0.11333712144687524,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100003/metric_predictive_score_123.json,False
E + MidD,e_mid_d,0,100004,context_fid,0.0,0.6856599259350439,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_context_fid_0.json,False
E + MidD,e_mid_d,0,100004,context_fid,42.0,0.8115370493845679,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_context_fid_42.json,False
E + MidD,e_mid_d,0,100004,context_fid,123.0,0.6735127928077281,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_context_fid_123.json,False
E + MidD,e_mid_d,0,100004,correlational_score,,0.06951238214969635,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_correlational_score_det.json,False
E + MidD,e_mid_d,0,100004,discriminative_score,0.0,0.14756097560975612,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,0,100004,discriminative_score,42.0,0.12865853658536586,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,0,100004,discriminative_score,123.0,0.10792682926829267,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,0,100004,predictive_score,0.0,0.1090583434393011,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_predictive_score_0.json,False
E + MidD,e_mid_d,0,100004,predictive_score,42.0,0.12047790899850952,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_predictive_score_42.json,False
E + MidD,e_mid_d,0,100004,predictive_score,123.0,0.11664617060068849,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_0/draw_100004/metric_predictive_score_123.json,False
E + MidD,e_mid_d,42,100000,context_fid,0.0,0.6980372981212396,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_context_fid_0.json,False
E + MidD,e_mid_d,42,100000,context_fid,42.0,0.8025165504562636,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_context_fid_42.json,False
E + MidD,e_mid_d,42,100000,context_fid,123.0,0.6628393286998637,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_context_fid_123.json,False
E + MidD,e_mid_d,42,100000,correlational_score,,0.09050637483596802,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_correlational_score_det.json,False
E + MidD,e_mid_d,42,100000,discriminative_score,0.0,0.13353658536585367,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,42,100000,discriminative_score,42.0,0.125,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,42,100000,discriminative_score,123.0,0.0817073170731707,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,42,100000,predictive_score,0.0,0.11049941950204811,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_predictive_score_0.json,False
E + MidD,e_mid_d,42,100000,predictive_score,42.0,0.12115071416474166,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_predictive_score_42.json,False
E + MidD,e_mid_d,42,100000,predictive_score,123.0,0.11475794288389807,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100000/metric_predictive_score_123.json,False
E + MidD,e_mid_d,42,100001,context_fid,0.0,0.7473911230421784,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_context_fid_0.json,False
E + MidD,e_mid_d,42,100001,context_fid,42.0,0.8621284921706456,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_context_fid_42.json,False
E + MidD,e_mid_d,42,100001,context_fid,123.0,0.7139045741152366,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_context_fid_123.json,False
E + MidD,e_mid_d,42,100001,correlational_score,,0.09239854663610458,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_correlational_score_det.json,False
E + MidD,e_mid_d,42,100001,discriminative_score,0.0,0.12439024390243902,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,42,100001,discriminative_score,42.0,0.1451219512195122,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,42,100001,discriminative_score,123.0,0.13597560975609757,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,42,100001,predictive_score,0.0,0.10967055237870227,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_predictive_score_0.json,False
E + MidD,e_mid_d,42,100001,predictive_score,42.0,0.12271096756830957,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_predictive_score_42.json,False
E + MidD,e_mid_d,42,100001,predictive_score,123.0,0.11112344349112391,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100001/metric_predictive_score_123.json,False
E + MidD,e_mid_d,42,100002,context_fid,0.0,0.7016738035825192,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_context_fid_0.json,False
E + MidD,e_mid_d,42,100002,context_fid,42.0,0.8099293377814857,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_context_fid_42.json,False
E + MidD,e_mid_d,42,100002,context_fid,123.0,0.6729154247242495,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_context_fid_123.json,False
E + MidD,e_mid_d,42,100002,correlational_score,,0.09588087350130081,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_correlational_score_det.json,False
E + MidD,e_mid_d,42,100002,discriminative_score,0.0,0.13353658536585367,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_discriminative_score_0.json,False
E + MidD,e_mid_d,42,100002,discriminative_score,42.0,0.14756097560975612,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_discriminative_score_42.json,False
E + MidD,e_mid_d,42,100002,discriminative_score,123.0,0.1554878048780488,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_discriminative_score_123.json,False
E + MidD,e_mid_d,42,100002,predictive_score,0.0,0.10995688339926346,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_predictive_score_0.json,False
E + MidD,e_mid_d,42,100002,predictive_score,42.0,0.12162446690854267,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_predictive_score_42.json,False
E + MidD,e_mid_d,42,100002,predictive_score,123.0,0.11832298512263151,/path/to/PETS-FFT-Ablation/results/reviewer2_timesblock_placement_etth128_v2/generation/e_mid_d/seed_42/draw_100002/metric_predictive_score_123.json,False
